date,spx,gld,uso,slv,eur2usd
7/30/2012,1385.30,157.43,33.45,27.36,1.23
7/31/2012,1379.32,156.49,32.68,27.12,1.23
8/1/2012,1375.32,155.14,33.17,26.54,1.22
8/2/2012,1365.00,154.13,32.60,26.31,1.22
8/6/2012,1394.23,156.30,34.42,27.11,1.24
8/7/2012,1401.35,156.28,34.91,27.27,1.24
8/8/2012,1402.22,156.48,34.87,27.21,1.24
8/9/2012,1402.80,156.99,34.93,27.29,1.23
8/13/2012,1404.11,155.99,34.66,26.92,1.23
8/14/2012,1403.93,155.13,34.92,26.96,1.23
8/15/2012,1405.53,155.63,35.19,26.97,1.23
8/16/2012,1415.51,156.56,35.56,27.37,1.24
8/20/2012,1418.13,157.26,35.83,27.95,1.24
8/21/2012,1413.17,158.83,35.98,28.37,1.25
8/22/2012,1413.49,160.54,36.22,28.92,1.25
8/23/2012,1402.08,161.89,35.76,29.60,1.26
8/27/2012,1410.44,161.36,35.61,29.74,1.25
8/28/2012,1409.30,161.64,35.79,29.93,1.26
8/29/2012,1410.49,160.59,35.38,29.75,1.25
8/30/2012,1399.48,160.52,35.26,29.44,1.25
9/4/2012,1404.94,164.48,35.51,31.36,1.25
9/5/2012,1403.44,164.31,35.57,31.27,1.26
9/6/2012,1432.12,164.89,35.23,31.67,1.26
9/10/2012,1429.08,167.29,35.85,32.29,1.28
9/11/2012,1433.56,167.90,36.11,32.41,1.29
9/12/2012,1436.56,167.92,36.04,32.21,1.29
9/13/2012,1459.99,171.31,36.51,33.61,1.30
9/17/2012,1461.19,170.40,35.75,32.99,1.31
9/18/2012,1459.32,171.72,35.57,33.71,1.30
9/19/2012,1461.05,171.74,34.12,33.57,1.31
9/20/2012,1460.26,171.47,34.51,33.58,1.30
9/24/2012,1456.89,171.05,34.09,32.93,1.29
9/25/2012,1441.59,170.77,33.75,32.68,1.29
9/26/2012,1433.32,169.81,33.34,32.87,1.29
9/27/2012,1447.15,172.34,34.15,33.58,1.29
10/1/2012,1444.49,172.29,34.25,33.65,1.29
10/2/2012,1445.75,172.10,34.02,33.50,1.29
10/3/2012,1450.99,172.41,32.61,33.51,1.29
10/4/2012,1461.40,173.61,33.94,33.93,1.30
10/8/2012,1455.88,172.05,33.22,32.97,1.30
10/9/2012,1441.48,170.99,34.18,32.83,1.29
10/10/2012,1432.56,170.84,33.84,32.95,1.29
10/11/2012,1432.84,171.32,34.29,32.90,1.29
10/15/2012,1440.13,168.35,34.00,31.66,1.30
10/16/2012,1454.92,169.42,34.13,31.93,1.31
10/17/2012,1460.91,169.54,34.10,32.12,1.31
10/18/2012,1457.34,168.79,34.07,31.73,1.31
10/22/2012,1433.82,167.58,32.90,31.39,1.31
10/23/2012,1413.11,165.43,31.97,30.68,1.30
10/24/2012,1408.75,164.86,31.63,30.71,1.30
10/25/2012,1412.97,166.02,31.78,31.12,1.29
10/31/2012,1412.16,166.83,31.78,31.27,1.30
11/1/2012,1427.59,166.07,32.06,31.22,1.30
11/2/2012,1414.20,162.60,31.35,29.95,1.29
11/5/2012,1417.26,163.23,31.61,30.17,1.28
11/6/2012,1428.39,166.30,32.56,31.01,1.28
11/7/2012,1394.53,166.49,31.21,30.83,1.28
11/8/2012,1377.51,167.99,31.30,31.38,1.28
11/9/2012,1379.85,167.82,31.73,31.54,1.27
11/12/2012,1380.03,167.45,31.59,31.37,1.27
11/13/2012,1374.53,167.10,31.41,31.40,1.27
11/14/2012,1355.49,167.14,31.77,31.64,1.27
11/15/2012,1353.33,166.09,31.49,31.53,1.27
11/16/2012,1359.88,165.88,31.93,31.21,1.28
11/19/2012,1386.89,167.87,32.67,32.05,1.28
11/20/2012,1387.81,167.39,31.95,32.11,1.28
11/21/2012,1391.03,167.56,32.12,32.29,1.28
11/23/2012,1409.15,169.61,32.32,32.98,1.29
11/26/2012,1406.29,169.43,32.19,33.02,1.30
11/27/2012,1398.94,168.71,31.98,32.93,1.30
11/28/2012,1409.93,166.55,31.79,32.62,1.29
11/29/2012,1415.95,167.18,32.17,33.13,1.30
11/30/2012,1416.18,166.05,32.56,32.36,1.30
12/3/2012,1409.46,166.13,32.60,32.52,1.30
12/5/2012,1409.28,164.12,32.22,31.82,1.31
12/6/2012,1413.94,164.50,31.66,31.93,1.31
12/7/2012,1418.07,165.16,31.53,32.03,1.30
12/10/2012,1418.55,165.80,31.39,32.14,1.29
12/11/2012,1427.84,165.65,31.47,31.91,1.29
12/12/2012,1428.48,165.77,31.78,32.37,1.30
12/13/2012,1419.45,164.37,31.58,31.53,1.31
12/14/2012,1413.58,164.13,31.81,31.17,1.31
12/17/2012,1430.36,164.44,32.01,31.20,1.32
12/18/2012,1446.79,162.08,32.18,30.65,1.32
12/19/2012,1435.81,161.69,32.67,30.11,1.32
12/20/2012,1443.69,159.73,32.73,29.00,1.32
12/21/2012,1430.15,160.33,32.36,29.00,1.32
12/24/2012,1426.66,160.62,32.24,28.94,1.32
12/26/2012,1419.83,160.78,33.15,29.01,1.32
12/27/2012,1418.10,161.16,33.19,29.24,1.32
12/28/2012,1402.43,160.54,33.04,29.10,1.33
12/31/2012,1426.19,162.02,33.37,29.37,1.32
1/2/2013,1462.42,163.17,33.82,29.92,1.32
1/3/2013,1459.37,161.20,33.74,29.18,1.32
1/4/2013,1466.47,160.44,33.88,29.24,1.30
1/7/2013,1461.89,159.43,33.92,29.18,1.31
1/8/2013,1457.15,160.56,33.96,29.38,1.31
1/9/2013,1461.02,160.49,33.88,29.35,1.31
1/10/2013,1472.12,161.98,34.17,29.78,1.31
1/11/2013,1472.05,161.06,34.06,29.48,1.33
1/14/2013,1470.68,161.54,34.28,30.04,1.34
1/15/2013,1472.34,162.56,33.99,30.36,1.34
1/16/2013,1472.63,162.65,34.28,30.45,1.33
1/17/2013,1480.94,163.35,34.67,30.67,1.33
1/18/2013,1485.98,163.09,34.77,30.81,1.34
1/22/2013,1492.56,163.67,35.01,31.12,1.33
1/23/2013,1494.81,163.21,34.61,31.19,1.33
1/24/2013,1494.82,161.42,34.76,30.65,1.33
1/25/2013,1502.96,160.65,34.78,30.21,1.34
1/28/2013,1500.18,160.29,34.94,29.85,1.35
1/29/2013,1507.84,160.99,35.29,30.32,1.34
1/30/2013,1501.96,162.19,35.49,30.92,1.35
1/31/2013,1498.11,161.20,35.28,30.44,1.36
2/1/2013,1513.17,161.45,35.35,30.78,1.36
2/4/2013,1495.71,162.00,34.78,30.69,1.36
2/5/2013,1511.29,161.96,35.03,30.76,1.35
2/6/2013,1512.12,162.39,35.04,30.81,1.36
2/7/2013,1509.39,161.84,34.68,30.46,1.35
2/8/2013,1517.93,161.57,34.70,30.43,1.34
2/11/2013,1517.01,159.70,35.12,30.00,1.34
2/12/2013,1519.43,159.89,35.28,30.09,1.34
2/13/2013,1520.33,159.05,35.19,29.77,1.35
2/14/2013,1521.38,158.35,35.27,29.46,1.34
2/15/2013,1519.79,155.76,34.72,28.83,1.34
2/19/2013,1530.94,155.33,34.96,28.45,1.33
2/20/2013,1511.95,151.44,34.17,27.59,1.34
2/21/2013,1502.42,152.62,33.43,27.73,1.33
2/22/2013,1515.60,152.97,33.60,27.83,1.32
2/25/2013,1487.85,154.34,33.21,28.07,1.32
2/26/2013,1496.94,156.22,33.33,28.41,1.31
2/27/2013,1515.99,154.57,33.40,28.01,1.31
2/28/2013,1514.68,153.00,33.06,27.54,1.32
3/1/2013,1518.20,152.44,32.74,27.62,1.31
3/4/2013,1525.20,152.30,32.40,27.60,1.30
3/5/2013,1539.79,152.38,32.69,27.75,1.30
3/6/2013,1541.46,153.23,32.54,28.10,1.30
3/7/2013,1544.26,152.69,32.94,27.91,1.30
3/8/2013,1551.18,152.71,33.05,28.01,1.31
3/11/2013,1556.22,152.99,33.04,28.02,1.30
3/12/2013,1552.48,154.19,33.26,28.20,1.30
3/13/2013,1554.52,153.66,33.19,27.94,1.30
3/14/2013,1563.23,153.68,33.42,27.80,1.30
3/15/2013,1560.70,154.00,33.60,27.80,1.30
3/18/2013,1552.10,155.38,33.65,27.95,1.29
3/19/2013,1548.34,156.08,33.07,27.93,1.29
3/20/2013,1558.71,155.37,33.45,27.81,1.29
3/21/2013,1545.80,156.25,33.05,28.18,1.29
3/22/2013,1556.89,155.55,33.61,27.75,1.29
3/25/2013,1551.69,155.24,33.85,27.84,1.30
3/26/2013,1563.77,154.72,34.45,27.75,1.29
3/27/2013,1562.85,155.36,34.55,27.73,1.29
3/28/2013,1569.19,154.45,34.75,27.42,1.28
4/1/2013,1562.17,154.67,34.68,27.09,1.29
4/2/2013,1570.25,152.43,34.65,26.35,1.28
4/3/2013,1553.69,150.73,33.76,26.09,1.29
4/4/2013,1559.98,150.29,33.39,25.99,1.29
4/8/2013,1563.07,152.16,33.49,26.32,1.30
4/9/2013,1568.61,153.34,33.64,27.03,1.31
4/10/2013,1587.73,150.75,33.83,26.68,1.31
4/11/2013,1593.37,151.05,33.46,26.70,1.31
4/15/2013,1552.36,131.31,31.49,22.09,1.31
4/16/2013,1574.57,132.80,31.76,22.67,1.32
4/17/2013,1552.01,132.87,31.01,22.44,1.30
4/18/2013,1541.61,134.30,31.64,22.40,1.31
4/22/2013,1562.50,137.90,31.82,22.62,1.31
4/23/2013,1578.78,136.88,31.86,22.18,1.30
4/24/2013,1578.79,138.37,32.66,22.42,1.30
4/25/2013,1585.16,141.63,33.25,23.49,1.30
4/29/2013,1593.61,142.30,33.61,23.54,1.31
4/30/2013,1597.57,142.77,33.16,23.46,1.32
5/1/2013,1582.70,141.11,32.39,22.86,1.32
5/2/2013,1597.59,141.92,33.49,23.02,1.31
5/6/2013,1617.50,142.15,34.14,23.18,1.31
5/7/2013,1625.96,140.38,34.01,23.10,1.31
5/8/2013,1632.69,142.46,34.40,23.12,1.32
5/9/2013,1626.67,140.81,34.17,22.89,1.30
5/13/2013,1633.77,138.43,33.86,22.83,1.30
5/14/2013,1650.34,137.81,33.56,22.57,1.29
5/15/2013,1658.78,134.63,33.61,21.76,1.29
5/16/2013,1650.47,134.09,33.87,21.95,1.29
5/20/2013,1666.29,135.12,34.44,22.28,1.29
5/21/2013,1669.16,132.88,34.11,21.62,1.29
5/22/2013,1655.35,131.94,33.46,21.51,1.28
5/23/2013,1650.51,134.61,33.54,21.88,1.29
5/28/2013,1660.06,133.49,33.79,21.53,1.28
5/29/2013,1648.36,134.83,33.10,21.71,1.29
5/30/2013,1654.41,136.70,33.25,21.98,1.30
6/3/2013,1640.42,136.51,33.16,21.98,1.31
6/4/2013,1631.38,135.23,33.20,21.77,1.31
6/5/2013,1608.90,135.52,33.26,21.78,1.31
6/6/2013,1622.56,136.53,33.62,21.93,1.32
6/10/2013,1642.81,133.94,34.00,21.16,1.32
6/11/2013,1626.13,133.25,33.79,20.91,1.32
6/12/2013,1612.52,134.25,34.03,21.02,1.33
6/13/2013,1636.36,133.74,34.33,21.04,1.34
6/17/2013,1639.04,133.77,34.76,21.10,1.34
6/18/2013,1651.81,132.13,34.96,20.88,1.34
6/19/2013,1628.93,130.59,34.78,20.60,1.33
6/20/2013,1588.19,123.60,33.63,18.97,1.32
6/24/2013,1573.09,123.93,33.64,18.97,1.31
6/25/2013,1588.03,123.47,33.74,18.91,1.31
6/26/2013,1603.26,118.28,33.80,17.89,1.30
6/27/2013,1613.20,115.94,34.33,17.89,1.30
7/1/2013,1614.96,121.13,34.67,18.93,1.31
7/2/2013,1614.08,120.05,35.21,18.68,1.30
7/3/2013,1615.41,120.74,35.84,19.02,1.30
7/8/2013,1640.46,119.51,36.41,18.42,1.29
7/9/2013,1652.32,120.62,36.77,18.57,1.28
7/10/2013,1652.62,120.95,37.43,18.48,1.32
7/11/2013,1675.02,124.24,37.01,19.49,1.31
7/15/2013,1682.50,124.18,37.67,19.28,1.31
7/16/2013,1676.26,124.89,37.48,19.33,1.32
7/17/2013,1680.91,123.32,37.80,18.66,1.31
7/18/2013,1689.37,124.01,38.34,18.72,1.31
7/22/2013,1695.53,128.84,37.92,19.77,1.32
7/23/2013,1692.39,129.71,38.09,19.77,1.32
7/24/2013,1685.94,127.48,37.40,19.47,1.32
7/25/2013,1690.25,128.67,37.58,19.50,1.33
7/29/2013,1685.33,128.47,37.13,19.14,1.33
7/30/2013,1685.96,128.12,36.67,19.03,1.33
7/31/2013,1685.73,127.96,37.36,19.14,1.33
8/1/2013,1706.87,126.61,38.27,18.97,1.32
8/5/2013,1707.14,125.70,37.83,19.01,1.33
8/6/2013,1697.37,123.97,37.46,18.83,1.33
8/7/2013,1690.91,124.15,37.01,18.83,1.33
8/8/2013,1697.48,126.86,36.84,19.60,1.34
8/12/2013,1689.47,129.13,37.76,20.62,1.33
8/13/2013,1694.16,127.74,37.90,20.71,1.33
8/14/2013,1685.39,129.00,38.09,21.09,1.33
8/15/2013,1661.32,131.69,38.24,22.15,1.34
8/19/2013,1646.06,132.01,38.17,22.34,1.33
8/20/2013,1652.35,132.45,37.52,22.19,1.34
8/21/2013,1642.80,132.07,37.17,22.14,1.33
8/22/2013,1656.96,132.81,37.54,22.27,1.34
8/26/2013,1656.78,135.45,37.96,23.46,1.34
8/27/2013,1630.48,136.75,38.87,23.59,1.34
8/28/2013,1634.96,136.71,39.08,23.43,1.33
8/29/2013,1638.17,135.87,38.58,23.00,1.32
9/3/2013,1639.77,136.42,38.76,23.39,1.32
9/4/2013,1653.08,134.66,38.34,22.69,1.32
9/5/2013,1655.08,132.20,38.69,22.38,1.31
9/9/2013,1671.71,133.91,38.94,22.84,1.33
9/10/2013,1683.99,131.74,38.34,22.13,1.33
9/11/2013,1689.13,131.70,38.48,22.29,1.33
9/12/2013,1683.42,127.67,38.87,21.06,1.33
9/16/2013,1697.60,126.45,38.11,20.94,1.33
9/17/2013,1704.76,126.50,37.74,20.96,1.34
9/18/2013,1725.52,132.01,38.68,22.31,1.35
9/19/2013,1722.34,131.75,38.08,22.20,1.35
9/23/2013,1701.84,127.55,37.27,20.78,1.35
9/24/2013,1697.42,127.66,37.22,20.89,1.35
9/25/2013,1692.77,128.79,36.88,20.98,1.35
9/26/2013,1698.67,127.79,37.08,20.92,1.35
9/30/2013,1681.55,128.18,36.85,20.90,1.35
10/1/2013,1695.00,124.59,36.68,20.41,1.35
10/2/2013,1693.87,127.06,37.42,20.92,1.36
10/3/2013,1678.66,127.18,37.14,20.92,1.36
10/8/2013,1655.45,127.40,37.31,21.49,1.36
10/9/2013,1656.40,126.11,36.55,21.05,1.35
10/10/2013,1692.56,124.27,37.10,20.83,1.35
10/14/2013,1710.14,122.83,36.87,20.50,1.36
10/15/2013,1698.06,123.73,36.47,20.56,1.35
10/16/2013,1721.54,123.54,36.92,20.50,1.35
10/17/2013,1733.15,127.42,36.38,21.05,1.37
10/21/2013,1744.66,126.98,35.94,21.41,1.37
10/22/2013,1754.67,129.34,35.41,21.87,1.38
10/23/2013,1746.38,128.69,34.95,21.75,1.38
10/24/2013,1752.07,129.90,34.99,21.87,1.38
10/28/2013,1762.11,130.56,35.55,21.68,1.38
10/29/2013,1771.95,129.77,35.41,21.69,1.38
10/30/2013,1763.31,129.60,34.85,21.88,1.37
10/31/2013,1756.54,127.74,34.69,21.10,1.37
11/1/2013,1761.64,126.95,34.13,21.08,1.36
11/4/2013,1767.93,126.81,34.04,20.85,1.35
11/5/2013,1762.97,126.56,33.67,20.90,1.35
11/6/2013,1770.49,127.20,34.19,21.00,1.35
11/7/2013,1747.15,126.16,33.97,20.83,1.35
11/8/2013,1770.61,124.28,34.01,20.69,1.34
11/11/2013,1771.89,123.87,34.26,20.60,1.33
11/12/2013,1767.69,122.45,33.64,20.00,1.34
11/13/2013,1782.00,122.85,33.90,19.78,1.34
11/14/2013,1790.62,124.27,33.93,20.05,1.35
11/15/2013,1798.18,124.32,33.88,20.00,1.34
11/18/2013,1791.53,122.90,33.62,19.67,1.35
11/19/2013,1787.87,122.95,33.72,19.61,1.35
11/20/2013,1781.37,120.12,33.63,19.14,1.36
11/21/2013,1795.85,119.94,34.17,19.24,1.34
11/22/2013,1804.76,119.92,34.04,19.13,1.35
11/25/2013,1802.48,120.46,33.82,19.27,1.36
11/26/2013,1802.75,119.82,33.69,19.13,1.35
11/27/2013,1807.23,119.46,33.19,18.96,1.36
11/29/2013,1805.81,120.70,33.46,19.24,1.36
12/2/2013,1800.90,117.58,33.68,18.46,1.36
12/3/2013,1795.15,117.96,34.51,18.42,1.35
12/4/2013,1792.81,119.96,34.88,19.00,1.36
12/5/2013,1785.03,118.30,34.93,18.69,1.36
12/6/2013,1805.09,118.55,35.05,18.76,1.37
12/9/2013,1808.37,119.72,34.91,19.12,1.37
12/10/2013,1802.62,121.82,35.31,19.66,1.37
12/11/2013,1782.22,120.86,34.98,19.55,1.38
12/12/2013,1775.50,118.29,34.97,18.81,1.38
12/13/2013,1775.32,119.38,34.64,18.95,1.38
12/16/2013,1786.54,119.69,34.94,19.22,1.37
12/17/2013,1781.00,118.65,34.87,19.14,1.38
12/18/2013,1810.65,117.61,35.03,19.09,1.38
12/19/2013,1809.60,114.82,35.32,18.49,1.37
12/20/2013,1818.32,115.94,35.48,18.62,1.37
12/23/2013,1827.99,115.57,35.36,18.72,1.37
12/24/2013,1833.32,116.10,35.49,18.76,1.37
12/26/2013,1842.02,116.74,35.65,19.02,1.37
12/27/2013,1841.40,117.12,35.84,19.27,1.37
12/30/2013,1841.07,115.39,35.53,18.85,1.38
12/31/2013,1848.36,116.12,35.32,18.71,1.38
1/2/2014,1831.98,118.00,34.23,19.23,1.38
1/3/2014,1831.37,119.29,33.75,19.42,1.37
1/6/2014,1826.77,119.50,33.57,19.42,1.36
1/7/2014,1837.88,118.82,33.58,19.13,1.36
1/8/2014,1837.49,118.12,33.16,18.83,1.36
1/9/2014,1838.13,118.46,33.08,18.84,1.36
1/10/2014,1842.37,120.26,33.19,19.38,1.36
1/13/2014,1819.20,121.02,32.81,19.68,1.37
1/14/2014,1838.88,119.89,33.04,19.42,1.37
1/15/2014,1848.38,119.66,33.77,19.40,1.37
1/16/2014,1845.89,119.79,33.65,19.35,1.36
1/17/2014,1838.70,120.93,33.69,19.51,1.36
1/21/2014,1843.80,119.70,33.99,19.17,1.35
1/22/2014,1844.86,119.19,34.56,19.03,1.36
1/23/2014,1828.46,121.79,34.72,19.26,1.35
1/24/2014,1790.29,122.29,34.58,19.16,1.37
1/27/2014,1781.56,120.96,34.23,18.89,1.37
1/28/2014,1792.50,120.95,34.69,18.85,1.37
1/29/2014,1774.20,122.47,34.73,19.02,1.37
1/30/2014,1794.19,119.77,34.95,18.49,1.37
1/31/2014,1782.59,120.09,34.80,18.45,1.36
2/3/2014,1741.89,121.32,34.52,18.61,1.35
2/4/2014,1755.20,120.99,34.74,18.75,1.35
2/5/2014,1751.64,121.29,34.71,19.07,1.35
2/6/2014,1773.43,121.24,34.90,19.17,1.35
2/7/2014,1797.02,122.17,35.64,19.27,1.36
2/10/2014,1799.84,122.92,35.63,19.29,1.36
2/11/2014,1819.75,124.36,35.64,19.45,1.36
2/12/2014,1819.26,124.43,35.80,19.43,1.36
2/13/2014,1829.83,125.49,35.87,19.74,1.36
2/14/2014,1838.63,127.15,35.91,20.65,1.37
2/18/2014,1840.76,127.40,36.66,21.13,1.37
2/19/2014,1828.75,126.27,36.90,20.63,1.38
2/20/2014,1839.78,127.60,36.88,21.00,1.37
2/21/2014,1836.25,127.58,36.69,20.97,1.37
2/24/2014,1847.61,128.99,36.79,21.18,1.37
2/25/2014,1845.12,129.21,36.59,21.02,1.37
2/26/2014,1845.16,128.11,36.75,20.42,1.37
2/27/2014,1854.29,128.20,36.69,20.46,1.37
2/28/2014,1859.45,127.62,36.74,20.35,1.37
3/3/2014,1845.73,130.29,37.52,20.62,1.38
3/4/2014,1873.91,128.68,37.06,20.37,1.37
3/5/2014,1873.81,128.89,36.24,20.36,1.37
3/6/2014,1877.03,130.17,36.57,20.66,1.37
3/7/2014,1878.04,129.09,36.78,20.08,1.39
3/10/2014,1877.17,129.13,36.30,20.01,1.39
3/11/2014,1867.63,129.86,35.81,20.04,1.39
3/12/2014,1868.20,131.76,35.35,20.47,1.39
3/13/2014,1846.34,132.21,35.34,20.36,1.39
3/14/2014,1841.13,133.10,35.53,20.62,1.39
3/17/2014,1858.83,131.64,35.15,20.33,1.39
3/18/2014,1872.25,130.62,35.58,20.01,1.39
3/19/2014,1860.77,128.09,35.71,19.79,1.39
3/20/2014,1872.01,127.86,35.58,19.52,1.38
3/21/2014,1866.52,128.47,35.84,19.52,1.38
3/24/2014,1857.44,126.18,35.82,19.21,1.38
3/25/2014,1865.62,126.41,35.77,19.22,1.38
3/26/2014,1852.56,125.41,36.09,19.02,1.38
3/27/2014,1849.04,124.59,36.50,19.00,1.38
3/28/2014,1857.62,124.56,36.62,19.06,1.37
3/31/2014,1872.34,123.61,36.59,19.04,1.38
4/1/2014,1885.52,123.39,35.83,19.06,1.38
4/2/2014,1890.90,124.32,35.80,19.19,1.38
4/3/2014,1888.77,123.92,36.14,19.06,1.37
4/7/2014,1845.04,124.91,36.28,19.13,1.37
4/8/2014,1851.96,126.09,36.90,19.23,1.38
4/9/2014,1872.18,126.32,37.22,19.11,1.39
4/10/2014,1833.08,127.01,37.20,19.27,1.39
4/14/2014,1830.61,127.85,37.38,19.21,1.38
4/15/2014,1842.98,125.49,37.39,18.88,1.38
4/16/2014,1862.31,125.54,37.48,18.88,1.38
4/17/2014,1864.85,124.75,37.66,18.88,1.38
4/21/2014,1871.89,124.24,37.64,18.67,1.38
4/22/2014,1879.55,123.78,37.00,18.71,1.38
4/23/2014,1875.39,123.76,36.91,18.69,1.38
4/24/2014,1878.61,124.56,37.05,18.92,1.38
4/28/2014,1869.43,124.88,36.71,18.85,1.39
4/29/2014,1878.33,124.86,36.72,18.76,1.38
4/30/2014,1883.95,124.22,36.32,18.46,1.39
5/1/2014,1883.68,123.80,36.16,18.35,1.39
5/5/2014,1884.66,126.22,36.14,18.84,1.39
5/6/2014,1867.72,125.98,36.19,18.80,1.39
5/7/2014,1878.21,124.17,36.60,18.57,1.39
5/8/2014,1875.63,124.17,36.49,18.44,1.38
5/12/2014,1896.65,124.94,36.59,18.78,1.38
5/13/2014,1897.45,124.60,37.04,18.77,1.37
5/14/2014,1888.53,125.81,37.18,19.00,1.37
5/15/2014,1870.85,124.77,37.04,18.74,1.37
5/19/2014,1885.08,124.58,37.38,18.63,1.37
5/20/2014,1872.83,124.69,37.52,18.65,1.37
5/21/2014,1888.03,124.39,37.98,18.64,1.37
5/22/2014,1892.49,124.67,38.01,18.73,1.37
5/27/2014,1911.91,121.85,38.14,18.36,1.36
5/28/2014,1909.78,121.20,37.68,18.28,1.36
5/29/2014,1920.03,120.94,37.91,18.30,1.36
6/2/2014,1924.97,119.70,37.53,18.02,1.36
6/3/2014,1924.24,120.01,37.64,18.10,1.36
6/4/2014,1927.88,119.76,37.51,18.06,1.36
6/5/2014,1940.46,120.66,37.55,18.26,1.37
6/9/2014,1951.27,120.65,38.18,18.32,1.36
6/10/2014,1950.79,121.39,38.28,18.46,1.35
6/11/2014,1943.89,121.41,38.25,18.46,1.35
6/12/2014,1930.11,122.64,39.08,18.76,1.36
6/16/2014,1937.78,122.42,39.17,18.85,1.36
6/17/2014,1941.99,122.28,38.99,18.94,1.35
6/18/2014,1956.98,122.67,39.01,19.05,1.36
6/19/2014,1959.48,126.94,39.13,19.92,1.36
6/23/2014,1962.61,126.85,39.16,20.05,1.36
6/24/2014,1949.98,126.98,39.09,20.08,1.36
6/25/2014,1959.53,126.99,39.29,20.19,1.36
6/26/2014,1957.22,126.73,38.97,20.24,1.36
6/30/2014,1960.23,128.04,38.88,20.25,1.37
7/1/2014,1973.32,127.70,38.86,20.21,1.37
7/2/2014,1974.62,127.70,38.40,20.30,1.37
7/3/2014,1985.44,127.16,38.25,20.29,1.36
7/7/2014,1977.65,127.02,38.17,20.17,1.36
7/8/2014,1963.71,127.07,38.18,20.21,1.36
7/9/2014,1972.83,127.84,37.69,20.27,1.36
7/10/2014,1964.68,128.54,37.90,20.52,1.36
7/14/2014,1977.10,125.72,37.32,20.10,1.36
7/15/2014,1973.28,124.53,36.88,19.88,1.36
7/16/2014,1981.57,124.97,37.31,19.91,1.35
7/17/2014,1958.12,127.09,37.83,20.29,1.35
7/21/2014,1973.63,126.34,38.10,20.10,1.35
7/22/2014,1983.53,125.74,37.95,20.10,1.35
7/23/2014,1987.01,125.62,38.16,20.08,1.35
7/24/2014,1987.98,124.35,37.82,19.58,1.35
7/28/2014,1978.91,125.58,37.64,19.81,1.34
7/29/2014,1969.95,125.20,37.39,19.78,1.34
7/30/2014,1970.07,124.83,36.92,19.78,1.34
7/31/2014,1930.67,123.39,36.32,19.58,1.34
8/4/2014,1938.99,123.99,36.48,19.40,1.34
8/5/2014,1920.21,123.87,36.16,19.05,1.34
8/6/2014,1920.24,125.67,35.95,19.23,1.34
8/7/2014,1909.57,126.18,36.16,19.17,1.34
8/11/2014,1936.92,125.96,36.22,19.23,1.34
8/12/2014,1933.75,125.99,35.99,19.17,1.34
8/13/2014,1946.72,126.20,36.02,19.04,1.34
8/14/2014,1955.18,126.31,35.11,19.10,1.34
8/18/2014,1971.74,124.96,35.06,18.87,1.34
8/19/2014,1981.60,124.68,34.71,18.70,1.33
8/20/2014,1986.51,124.22,34.86,18.72,1.33
8/21/2014,1992.37,122.88,35.09,18.69,1.33
8/25/2014,1997.92,122.74,34.87,18.60,1.32
8/26/2014,2000.02,123.35,35.04,18.63,1.32
8/27/2014,2000.12,123.32,35.03,18.66,1.32
8/28/2014,1996.74,124.00,35.32,18.74,1.32
9/2/2014,2002.28,121.65,34.79,18.41,1.31
9/3/2014,2000.72,122.15,35.55,18.43,1.32
9/4/2014,1997.65,121.48,35.30,18.32,1.29
9/8/2014,2001.54,120.73,34.70,18.26,1.29
9/9/2014,1988.44,120.87,34.62,18.31,1.29
9/10/2014,1995.69,120.26,34.26,18.24,1.29
9/11/2014,1997.45,119.47,34.69,17.96,1.29
9/15/2014,1984.13,118.64,34.56,17.92,1.29
9/16/2014,1998.98,118.83,35.25,17.95,1.30
9/17/2014,2001.57,117.54,35.01,17.77,1.29
9/18/2014,2011.36,117.78,34.62,17.77,1.29
9/22/2014,1994.29,116.85,34.19,17.08,1.29
9/23/2014,1982.77,117.60,34.44,17.07,1.29
9/24/2014,1998.30,117.05,35.00,16.99,1.28
9/25/2014,1965.99,117.39,34.83,16.83,1.28
9/29/2014,1977.80,117.03,35.52,16.78,1.27
9/30/2014,1972.29,116.21,34.41,16.35,1.26
10/1/2014,1946.16,116.77,34.15,16.48,1.26
10/2/2014,1946.17,116.74,34.37,16.41,1.27
10/6/2014,1964.82,116.03,34.04,16.60,1.26
10/7/2014,1935.10,116.36,33.44,16.48,1.27
10/8/2014,1968.89,117.47,33.00,16.68,1.27
10/9/2014,1928.21,117.64,32.11,16.62,1.27
10/13/2014,1874.74,118.52,31.99,16.73,1.27
10/14/2014,1877.70,118.59,30.85,16.68,1.26
10/15/2014,1862.49,118.99,30.67,16.71,1.28
10/16/2014,1862.76,119.22,31.10,16.67,1.28
10/20/2014,1904.01,119.80,31.14,16.73,1.28
10/21/2014,1941.28,120.02,31.30,16.81,1.27
10/22/2014,1927.11,119.34,30.55,16.46,1.26
10/23/2014,1950.82,118.52,31.06,16.50,1.27
10/27/2014,1961.63,118.06,30.64,16.42,1.27
10/28/2014,1985.05,118.10,30.82,16.49,1.27
10/29/2014,1982.30,116.41,31.23,16.38,1.27
10/30/2014,1994.65,115.19,30.76,15.82,1.26
10/31/2014,2018.05,112.66,30.63,15.50,1.26
11/3/2014,2017.81,112.15,29.76,15.48,1.25
11/4/2014,2012.10,112.22,29.30,15.36,1.25
11/5/2014,2023.57,109.79,29.95,14.66,1.26
